Source IP,Destination IP,Source Port,Destination Port,Timestamp,Protocol,Packet Size,Flags,Severity Level
174.63.200.127,66.143.13.31,62179,3240,1/25/2024 0:15,UDP,613,Dn905,Suspicious
124.14.172.58,38.51.217.43,26272,45880,1/20/2024 5:25,UDP,1382,sL639,Normal
221.6.133.244,175.240.250.25,38324,783,1/16/2024 1:03,ICMP,839,xa502,Malicious
13.207.50.251,35.211.193.34,8283,46802,1/21/2024 1:27,UDP,975,ac009,Normal
164.60.43.168,198.113.10.44,34407,19590,1/19/2024 23:54,ICMP,1030,oA947,Normal
17.157.35.109,183.162.22.207,17512,37196,1/3/2024 15:34,ICMP,1113,dV838,Normal
116.83.145.241,121.55.231.109,30262,10539,1/22/2024 8:24,UDP,1030,Mb561,Suspicious
153.248.121.223,98.29.115.32,37424,48947,1/15/2024 3:08,UDP,245,rD304,Suspicious
59.96.175.249,222.68.253.185,14755,63506,1/19/2024 13:48,UDP,898,MG632,Malicious
124.246.194.185,193.108.72.181,61115,62443,1/8/2024 7:24,ICMP,202,ws172,Malicious
184.132.232.201,65.26.144.248,9922,10137,1/7/2024 14:59,ICMP,503,ub464,Suspicious
69.35.27.65,196.229.34.55,18513,56992,1/11/2024 21:02,UDP,106,QH316,Malicious
106.173.160.77,193.79.192.4,18513,12842,1/17/2024 0:39,TCP,828,Fm960,Suspicious
3.1.170.125,111.156.129.128,17616,53155,1/7/2024 10:43,ICMP,1081,IA444,Normal
168.14.53.86,168.71.123.135,5311,33418,1/9/2024 23:23,UDP,950,Xs144,Normal
96.80.18.178,131.158.177.77,46314,8389,1/4/2024 23:21,UDP,895,Ih710,Suspicious
82.126.15.136,46.126.57.55,20837,37922,1/15/2024 19:00,TCP,1421,OR940,Malicious
14.60.234.240,2.2.188.159,26933,40474,1/15/2024 19:54,UDP,157,ks021,Normal
184.173.32.108,4.215.162.202,44711,45754,1/22/2024 6:03,TCP,507,Gb032,Malicious
172.84.212.44,155.87.69.209,40413,21855,1/12/2024 3:22,TCP,1097,xC997,Normal
150.175.109.189,220.143.158.29,18636,52235,1/20/2024 13:47,TCP,630,LW705,Suspicious
4.25.74.70,84.189.222.59,4925,21337,1/7/2024 9:08,TCP,226,ww306,Malicious
16.251.224.113,118.140.226.26,61885,24167,1/23/2024 18:05,UDP,251,Ih631,Malicious
97.144.43.238,188.228.45.192,35122,23931,1/4/2024 22:35,TCP,492,lV298,Normal
174.47.222.157,176.72.127.205,12540,45564,1/19/2024 10:21,ICMP,178,eN933,Normal
85.178.226.181,128.248.157.218,13721,8737,1/5/2024 20:01,TCP,1463,zT174,Normal
131.175.86.61,22.106.103.241,56244,18184,1/21/2024 15:47,TCP,828,RO020,Normal
14.111.121.60,139.212.175.59,38442,3005,1/3/2024 22:58,ICMP,1419,AV481,Normal
138.206.58.188,122.136.154.236,30869,24726,1/8/2024 2:40,TCP,802,FS904,Malicious
129.103.81.13,145.127.177.77,46171,29439,1/8/2024 14:41,ICMP,1025,EQ662,Suspicious
116.143.219.175,136.10.13.160,57607,3707,1/1/2024 18:42,UDP,955,af582,Suspicious
112.105.7.47,33.182.85.10,2620,1751,1/20/2024 20:45,ICMP,472,uq031,Normal
188.52.238.63,154.78.108.168,58860,24869,1/3/2024 10:55,ICMP,567,Lb508,Suspicious
57.155.239.192,130.64.242.203,43599,36398,1/9/2024 14:19,TCP,142,Hj607,Normal
65.221.124.188,105.236.39.181,59632,30484,1/2/2024 23:50,UDP,588,OZ545,Normal
169.245.0.210,129.207.51.54,32584,4507,1/6/2024 19:59,TCP,179,cu130,Suspicious
196.74.77.184,11.185.193.62,17831,5672,1/23/2024 0:04,UDP,699,Dk267,Normal
130.161.47.163,184.135.219.17,45793,42464,1/20/2024 20:04,TCP,1490,VH436,Normal
202.175.71.101,40.54.93.92,51295,61966,1/4/2024 13:05,ICMP,321,WI360,Suspicious
220.164.149.227,52.223.93.84,14500,51288,1/16/2024 14:04,ICMP,994,DQ631,Normal
17.93.166.188,161.104.38.23,50474,39368,1/13/2024 20:00,TCP,87,ql919,Normal
99.86.140.201,109.236.119.72,58808,17887,1/16/2024 15:07,TCP,236,IR545,Malicious
128.215.244.113,57.198.99.119,42268,23214,1/1/2024 23:43,ICMP,358,BR209,Normal
181.125.34.171,160.16.154.144,63271,39377,1/23/2024 3:17,ICMP,1060,SP376,Normal
208.111.0.45,194.89.177.168,15387,64624,1/8/2024 14:31,UDP,536,mO563,Suspicious
47.252.134.254,217.174.129.249,45226,26317,1/4/2024 22:36,ICMP,1410,pz251,Malicious
221.25.230.73,174.163.35.56,24254,35538,1/18/2024 19:40,ICMP,383,nO353,Malicious
83.110.235.153,223.17.45.59,970,39795,1/14/2024 11:03,UDP,1117,gM687,Suspicious
101.165.8.215,129.11.143.88,37332,23715,1/7/2024 13:28,UDP,488,gh602,Suspicious
221.192.44.37,194.90.239.115,62581,9056,1/13/2024 14:52,TCP,175,Kr200,Suspicious
123.120.138.183,75.83.71.114,52298,4799,1/20/2024 3:56,ICMP,848,Ac482,Malicious
176.109.204.128,121.111.86.214,21360,21741,1/23/2024 22:05,UDP,926,bL375,Suspicious
159.84.76.89,32.205.245.59,18579,1473,1/9/2024 1:24,UDP,172,Pt557,Malicious
89.250.114.12,63.9.229.205,1307,61814,1/19/2024 12:13,TCP,951,eP868,Normal
197.253.144.84,220.20.228.172,60325,46819,1/20/2024 21:50,TCP,470,sX537,Normal
64.241.122.198,6.35.251.117,24401,27513,1/16/2024 14:36,ICMP,1123,lh925,Malicious
16.128.133.62,14.1.53.162,32189,3746,1/16/2024 6:00,ICMP,399,bd266,Malicious
26.40.33.191,31.78.255.175,30430,38017,1/22/2024 6:40,ICMP,345,to486,Normal
25.232.191.255,31.222.112.222,34199,40796,1/24/2024 20:19,UDP,143,Aq113,Suspicious
147.187.15.66,100.29.209.116,10552,22879,1/18/2024 6:15,UDP,161,IE179,Malicious
41.53.125.195,119.143.72.111,10853,7919,1/2/2024 16:13,ICMP,517,QN514,Malicious
129.51.220.116,134.25.98.93,37020,39557,1/20/2024 23:12,TCP,433,qd304,Suspicious
92.33.247.163,28.26.84.211,44043,3554,1/5/2024 7:47,UDP,752,Qx141,Suspicious
30.95.59.211,84.242.120.7,40009,4920,1/5/2024 10:47,TCP,1082,iz393,Normal
25.192.94.0,204.188.144.186,30162,48934,1/16/2024 17:26,UDP,963,bZ254,Malicious
146.62.226.137,12.210.255.190,62389,54367,1/6/2024 6:07,UDP,722,yZ114,Normal
87.74.137.40,130.240.58.167,16873,1098,1/10/2024 0:51,UDP,529,wc156,Malicious
18.73.33.34,88.87.71.10,5626,18651,1/9/2024 20:38,UDP,823,au604,Malicious
216.61.129.126,98.108.24.147,31756,36269,1/15/2024 8:08,UDP,322,dZ205,Normal
174.205.49.95,126.166.65.127,42207,20489,1/22/2024 10:52,TCP,504,Gu227,Malicious
182.194.84.168,22.100.35.243,16774,30754,1/4/2024 2:04,UDP,1040,TS582,Suspicious
8.236.186.193,85.249.43.97,56777,33418,1/14/2024 16:25,TCP,992,hb392,Malicious
2.151.40.82,152.132.121.8,1740,35425,1/8/2024 18:54,ICMP,1251,cK131,Suspicious
38.157.94.63,27.58.148.17,39397,22217,1/22/2024 15:34,TCP,874,iK466,Normal
71.194.165.91,77.78.251.198,311,45546,1/7/2024 0:22,UDP,124,Bf848,Suspicious
101.210.70.250,166.7.66.63,35522,54506,1/20/2024 17:57,UDP,732,TX559,Malicious
62.77.109.126,44.232.216.122,6461,21747,1/19/2024 18:51,TCP,1262,Es909,Suspicious
44.83.63.252,209.186.79.197,22295,26376,1/14/2024 18:54,UDP,176,cn324,Normal
46.0.171.113,179.87.18.44,64363,60331,1/6/2024 4:35,TCP,1226,lT143,Suspicious
30.255.149.26,49.82.134.106,58771,16235,1/3/2024 18:21,ICMP,836,mI103,Normal
136.57.206.249,207.125.167.87,60852,10964,1/6/2024 5:29,ICMP,101,Sh000,Normal
16.64.44.174,119.141.181.122,26972,58812,1/15/2024 23:29,UDP,321,UE631,Normal
161.197.83.250,129.74.95.118,29476,39511,1/13/2024 22:01,UDP,113,rf704,Normal
197.97.49.111,23.116.147.107,64284,38597,1/20/2024 10:25,TCP,173,zG864,Normal
26.159.223.68,86.135.24.18,20618,6981,1/18/2024 19:02,TCP,688,yo475,Suspicious
114.36.142.29,41.2.211.228,19238,22958,1/15/2024 21:05,ICMP,639,Dn574,Normal
219.142.94.192,182.70.188.147,57139,9144,1/23/2024 0:45,UDP,1080,cV191,Malicious
167.144.184.18,109.9.223.108,21876,15894,1/3/2024 9:39,TCP,862,Hw005,Malicious
77.190.29.116,100.23.146.146,13943,2736,1/23/2024 22:06,TCP,340,Oo274,Malicious
1.142.113.81,223.186.148.190,28006,23278,1/2/2024 7:37,UDP,1446,ai016,Normal
16.49.1.118,150.225.105.78,54240,14766,1/1/2024 19:34,TCP,950,Gb592,Suspicious
26.103.7.46,43.98.96.239,53489,63816,1/20/2024 8:16,ICMP,1489,he120,Normal
116.228.182.179,2.122.99.239,16732,56327,1/16/2024 5:44,TCP,309,OR541,Malicious
18.219.103.82,82.157.48.143,4428,24795,1/15/2024 2:37,TCP,1391,Jd424,Malicious
189.176.114.15,194.152.217.72,33791,11630,1/18/2024 5:25,UDP,774,wc886,Malicious
82.204.116.162,131.112.169.182,324,7032,1/7/2024 11:04,TCP,539,bg898,Suspicious
101.139.67.33,23.145.88.55,34195,12460,1/21/2024 20:08,TCP,346,mx548,Malicious
167.118.24.250,184.81.164.183,8018,56617,1/9/2024 19:13,ICMP,369,iO581,Suspicious
177.97.119.161,82.231.159.79,45340,33673,1/4/2024 11:35,UDP,182,tG108,Suspicious
101.17.56.22,49.117.245.218,44556,17883,1/22/2024 9:32,ICMP,979,rE493,Normal
158.19.58.209,163.87.10.171,12632,33842,1/3/2024 22:04,ICMP,1355,aZ790,Suspicious
20.230.10.73,179.23.132.67,12740,64463,1/23/2024 21:20,UDP,1047,HC682,Malicious
131.115.116.84,3.20.59.70,50583,56002,1/24/2024 9:37,ICMP,392,KF448,Malicious
123.77.60.214,169.114.84.34,3379,1241,1/21/2024 23:53,ICMP,280,BG634,Normal
33.149.95.49,25.181.166.170,15893,51437,1/19/2024 10:08,ICMP,1437,Cp344,Normal
65.29.88.100,48.158.162.55,10421,57349,1/19/2024 9:31,ICMP,279,st511,Normal
180.80.33.43,185.160.228.212,25118,30759,1/22/2024 10:05,UDP,567,gC448,Malicious
212.204.67.4,111.104.131.190,47016,24303,1/22/2024 1:15,ICMP,858,Qk746,Suspicious
178.113.250.79,160.82.64.49,4949,21107,1/17/2024 3:54,ICMP,1064,MJ239,Normal
42.167.167.55,45.128.70.242,25229,35881,1/17/2024 1:43,UDP,1477,oC601,Suspicious
187.200.226.237,40.41.106.35,44026,17447,1/13/2024 23:06,TCP,1020,Ov667,Suspicious
152.106.127.200,126.191.126.57,9854,3507,1/21/2024 23:27,UDP,332,gN254,Suspicious
213.205.150.118,80.85.89.246,26559,48035,1/14/2024 11:09,TCP,1215,WR264,Normal
135.118.106.73,102.47.192.86,43824,22480,1/16/2024 8:13,TCP,1085,Os089,Malicious
206.64.204.135,207.84.45.204,10221,42193,1/15/2024 3:38,TCP,1183,vV801,Malicious
115.32.9.65,41.18.90.14,60233,27056,1/20/2024 7:11,ICMP,642,DK597,Malicious
71.150.17.12,146.167.104.109,52204,21613,1/3/2024 5:04,TCP,317,Gt403,Suspicious
215.102.223.84,122.179.173.172,56625,21516,1/19/2024 21:49,ICMP,1001,vr633,Suspicious
33.125.76.73,147.44.53.72,33822,26573,1/9/2024 6:11,UDP,358,yS995,Normal
47.86.75.140,175.192.128.16,34678,15112,1/7/2024 7:13,ICMP,1003,yY748,Suspicious
135.182.188.105,98.138.19.115,10216,30299,1/17/2024 14:09,TCP,79,Sl659,Suspicious
217.84.64.79,219.78.53.40,57469,6949,1/13/2024 10:11,TCP,1276,Do638,Malicious
185.242.81.148,184.179.243.138,18985,35962,1/13/2024 14:05,UDP,649,LI142,Normal
144.74.229.44,209.249.52.50,59982,17897,1/2/2024 18:59,ICMP,298,if383,Suspicious
102.163.118.80,66.142.245.0,19629,50264,1/12/2024 3:36,TCP,298,Lp183,Normal
133.41.143.43,42.171.34.218,35006,54673,1/21/2024 16:30,TCP,282,pR372,Suspicious
114.77.69.215,195.251.69.190,53698,7879,1/3/2024 11:07,UDP,1269,Wr460,Malicious
168.75.151.74,79.11.66.8,35826,22061,1/9/2024 19:57,ICMP,713,Jb888,Normal
171.95.125.151,10.54.141.227,23538,33361,1/20/2024 4:00,ICMP,1330,Cp450,Suspicious
76.232.119.100,79.70.32.20,44408,58995,1/19/2024 8:11,ICMP,1497,Ft962,Normal
137.64.166.202,123.19.182.216,15450,29642,1/20/2024 2:30,ICMP,1042,Af748,Malicious
12.66.141.121,93.48.193.60,33734,23637,1/4/2024 11:38,UDP,1437,FY064,Suspicious
55.122.118.16,208.17.19.13,62660,41535,1/15/2024 14:15,ICMP,1417,Bq128,Suspicious
79.24.107.52,194.208.213.46,63232,20227,1/19/2024 16:29,ICMP,1338,jN855,Malicious
7.172.229.251,192.31.209.90,1675,57222,1/8/2024 15:18,ICMP,885,Xh427,Normal
196.0.94.192,21.180.95.183,9272,21189,1/20/2024 23:52,TCP,229,pd540,Malicious
94.153.217.27,54.20.87.37,26059,24941,1/13/2024 16:53,UDP,148,qB659,Suspicious
26.139.106.24,199.55.93.103,37420,32638,1/13/2024 21:44,UDP,121,Ta655,Malicious
133.36.148.1,190.120.169.232,22396,25988,1/4/2024 13:54,UDP,1144,CA548,Normal
168.172.85.160,168.51.38.135,52785,51400,1/13/2024 1:16,ICMP,1327,HD736,Malicious
150.154.118.13,218.125.70.185,6911,12081,1/22/2024 23:01,ICMP,63,Vp551,Normal
200.175.67.33,84.29.167.143,62286,60876,1/14/2024 7:08,TCP,877,uU831,Normal
54.8.67.242,193.189.157.48,52634,28802,1/4/2024 11:04,ICMP,737,Yk305,Malicious
173.39.6.59,210.189.219.34,12499,37101,1/16/2024 21:46,UDP,928,cU340,Suspicious
75.17.137.136,15.214.115.140,28304,60846,1/11/2024 23:11,ICMP,131,cO919,Suspicious
67.199.18.73,202.126.205.108,7919,60539,1/5/2024 11:13,ICMP,481,OR276,Normal
108.203.97.144,146.189.58.97,45050,47560,1/21/2024 1:33,TCP,1009,xj284,Normal
222.52.238.40,48.222.17.93,28589,5673,1/22/2024 18:58,ICMP,80,tR302,Malicious
124.70.9.56,119.179.235.86,49992,17383,1/3/2024 19:54,TCP,1286,kE699,Malicious
197.69.186.84,132.196.71.90,42935,5004,1/22/2024 6:24,UDP,982,If217,Suspicious
98.209.64.105,86.19.27.85,43124,2213,1/24/2024 10:00,TCP,370,dg281,Normal
191.0.85.105,92.35.152.8,32124,45470,1/17/2024 22:38,ICMP,292,tz098,Malicious
215.157.23.73,191.41.59.240,31476,35749,1/23/2024 13:22,UDP,1356,zV075,Malicious
156.236.252.72,125.240.251.59,39299,45424,1/11/2024 19:11,ICMP,1345,Mx428,Normal
178.98.239.72,98.72.16.73,60594,37375,1/3/2024 17:58,ICMP,268,Ia942,Malicious
42.190.103.195,16.135.57.6,7406,61143,1/24/2024 9:04,UDP,1224,lz417,Suspicious
218.213.79.136,186.98.209.208,64112,3881,1/18/2024 10:18,TCP,423,HN996,Normal
122.44.115.83,76.110.63.226,25385,10999,1/13/2024 22:59,TCP,268,Tf650,Normal
53.114.68.195,53.188.118.239,46986,49330,1/3/2024 16:24,UDP,1461,Ko210,Suspicious
84.165.107.161,192.216.123.185,42365,1635,1/20/2024 4:45,TCP,93,MY194,Malicious
46.48.28.251,40.227.219.72,28437,24419,1/11/2024 12:58,ICMP,352,yq384,Normal
97.55.204.209,109.245.116.231,54640,22621,1/2/2024 16:31,ICMP,292,UI847,Suspicious
186.194.47.192,49.84.236.43,58548,1925,1/8/2024 14:41,TCP,141,UT383,Malicious
87.189.189.175,27.231.164.154,26858,9451,1/12/2024 20:37,UDP,1081,ky042,Normal
216.55.21.115,221.55.191.246,24066,29159,1/3/2024 6:01,TCP,912,Fg585,Normal
79.39.135.138,4.212.111.241,26821,7811,1/17/2024 17:02,UDP,1084,ud329,Suspicious
57.119.167.154,103.198.192.10,2323,43828,1/23/2024 7:10,TCP,1132,ad729,Normal
161.52.236.236,36.132.67.188,19782,55492,1/24/2024 10:39,UDP,1127,pp561,Suspicious
216.31.167.47,68.84.170.103,18462,34902,1/24/2024 9:27,ICMP,441,Xl099,Suspicious
100.166.254.16,223.117.235.131,30390,346,1/5/2024 19:16,ICMP,159,uk257,Normal
177.156.198.0,115.242.176.136,23539,2319,1/2/2024 22:10,ICMP,812,Mn900,Malicious
29.182.31.162,83.125.172.142,65098,29190,1/5/2024 8:01,ICMP,1010,vr489,Normal
60.188.128.187,191.132.252.156,57826,53215,1/3/2024 16:08,UDP,1396,Rf918,Malicious
117.68.74.111,172.115.241.197,65060,21757,1/12/2024 14:50,UDP,1334,WT408,Normal
61.253.124.244,143.149.184.9,42243,14576,1/20/2024 7:18,ICMP,1231,YF750,Suspicious
67.113.237.205,54.57.247.227,36802,34061,1/3/2024 20:58,ICMP,816,FJ829,Malicious
171.161.208.163,195.241.131.170,19997,29349,1/6/2024 10:47,TCP,337,fU127,Normal
65.243.191.180,98.31.112.255,39438,2830,1/16/2024 22:40,ICMP,153,xO552,Suspicious
45.133.250.195,214.133.183.18,21982,58283,1/15/2024 3:21,ICMP,887,ZD217,Malicious
113.146.13.67,38.140.10.204,13736,43901,1/4/2024 12:22,TCP,862,gU729,Normal
13.66.9.172,107.117.27.61,53733,15161,1/2/2024 13:26,UDP,877,hJ837,Normal
167.13.120.158,61.126.17.0,39609,26228,1/15/2024 5:41,TCP,1133,lk112,Normal
168.4.16.201,40.5.245.1,21243,50358,1/15/2024 1:24,TCP,132,pt979,Suspicious
114.177.177.56,116.160.219.220,37863,8449,1/1/2024 11:05,TCP,974,qd875,Malicious
114.9.106.123,20.140.254.85,6158,59148,1/2/2024 21:11,ICMP,857,KW987,Malicious
112.166.84.32,61.172.237.166,3182,35062,1/18/2024 2:54,UDP,1154,Qj756,Suspicious
49.80.172.71,83.193.210.26,17460,10142,1/2/2024 8:53,ICMP,1125,Dh863,Suspicious
19.154.41.194,80.232.78.165,16782,31680,1/23/2024 15:11,TCP,1394,pi744,Normal
51.129.35.76,26.1.135.63,41197,10079,1/14/2024 3:27,UDP,498,DQ582,Malicious
11.146.40.129,82.176.175.19,40857,23586,1/18/2024 13:42,ICMP,140,fd133,Malicious
12.253.130.97,76.44.117.236,27413,55127,1/13/2024 23:50,UDP,1396,Sh079,Suspicious
6.120.46.137,116.234.61.29,54910,52747,1/5/2024 15:55,ICMP,900,aF728,Malicious
148.197.185.138,90.216.55.166,40772,47592,1/16/2024 3:48,UDP,747,zW988,Malicious
34.230.9.153,139.148.127.157,59881,5874,1/8/2024 0:52,ICMP,621,xK051,Malicious
28.160.210.140,108.214.115.193,37339,4050,1/18/2024 2:02,ICMP,305,Hh696,Normal
2.148.59.232,210.55.38.238,56742,13040,1/14/2024 17:55,TCP,1093,nN087,Malicious
110.140.182.6,208.176.179.125,26154,50376,1/6/2024 15:00,UDP,1076,MU322,Normal
106.179.165.184,222.107.41.84,54368,401,1/20/2024 13:58,ICMP,221,xF486,Normal
42.59.223.173,137.218.48.230,14479,13492,1/4/2024 9:49,TCP,105,mI873,Normal
53.187.237.61,110.213.181.211,14381,8284,1/16/2024 18:46,TCP,364,oW236,Normal
162.7.229.93,79.247.18.244,6682,2476,1/18/2024 18:39,ICMP,645,xF594,Normal
27.107.138.141,220.117.164.180,64966,14191,1/4/2024 8:20,TCP,1500,EQ411,Normal
114.239.198.126,120.254.57.81,61577,13276,1/4/2024 7:38,UDP,780,LP551,Malicious
186.249.191.120,70.40.156.101,6632,54147,1/6/2024 18:39,TCP,1078,Nn453,Malicious
55.29.215.44,109.1.149.74,6764,5997,1/11/2024 17:26,TCP,1253,Cr645,Malicious
79.94.25.81,35.83.222.28,8562,41435,1/16/2024 23:11,UDP,619,Ft367,Malicious
184.120.79.246,4.78.224.224,23746,13444,1/8/2024 16:25,UDP,742,sc529,Suspicious
82.146.44.248,120.93.214.197,17875,29390,1/15/2024 14:03,UDP,1283,cS895,Normal
158.127.219.212,149.127.143.53,61986,43489,1/18/2024 20:24,TCP,1306,aw341,Suspicious
47.105.227.250,153.94.46.109,37034,63678,1/20/2024 16:53,UDP,343,ka742,Suspicious
157.132.84.46,173.105.13.109,3316,58630,1/3/2024 9:16,TCP,632,Gx709,Normal
150.118.249.59,145.10.103.85,51580,28893,1/20/2024 6:10,TCP,429,ml416,Suspicious
190.111.254.106,97.131.83.23,53523,14604,1/21/2024 9:22,ICMP,1202,dK594,Suspicious
166.14.100.28,117.198.26.117,27215,46596,1/24/2024 11:12,ICMP,100,Md645,Normal
185.108.146.140,57.212.43.92,44802,5500,1/7/2024 17:19,TCP,511,Pq773,Malicious
23.22.14.164,126.102.52.100,55107,41076,1/7/2024 22:59,UDP,70,Ce502,Suspicious
141.230.115.197,1.148.60.154,50277,20833,1/24/2024 5:54,TCP,578,Qq779,Malicious
122.191.86.170,39.192.18.2,38574,32587,1/19/2024 16:04,UDP,1085,IR074,Normal
36.138.113.188,35.162.247.100,12058,54306,1/7/2024 17:45,ICMP,1049,HO190,Malicious
108.81.74.55,199.67.23.206,37967,51206,1/18/2024 1:15,ICMP,87,Pc219,Normal
215.18.49.235,46.143.128.217,27764,35590,1/22/2024 23:15,ICMP,1424,ue418,Malicious
118.89.156.50,104.234.77.16,14579,54349,1/16/2024 8:29,UDP,825,sf272,Suspicious
138.129.146.229,196.25.134.91,22291,36095,1/3/2024 5:06,ICMP,132,JL139,Malicious
103.6.123.76,83.35.34.30,57254,21462,1/18/2024 17:33,UDP,210,ke862,Suspicious
57.38.48.106,97.15.4.198,52028,12645,1/23/2024 15:56,ICMP,987,PC020,Malicious
92.125.63.70,128.75.195.179,33723,49238,1/1/2024 13:44,UDP,869,JB054,Normal
223.63.32.105,24.149.46.184,17379,47857,1/13/2024 11:31,UDP,414,tG219,Normal
178.74.226.180,56.66.8.1,59588,37778,1/13/2024 6:36,ICMP,627,cc826,Normal
87.90.37.77,220.27.192.237,43618,33781,1/5/2024 8:44,UDP,1267,fo851,Suspicious
192.92.49.255,50.162.40.86,39645,52369,1/19/2024 1:52,UDP,439,Ko378,Malicious
179.91.235.184,178.72.128.129,8907,37460,1/4/2024 6:37,ICMP,1382,ge686,Suspicious
15.26.95.15,25.203.171.5,8467,4347,1/9/2024 5:19,UDP,756,Wg326,Suspicious
181.84.87.88,164.136.122.79,35365,13376,1/18/2024 10:50,ICMP,1207,Vx198,Suspicious
205.232.42.231,148.239.148.21,26482,31444,1/6/2024 5:02,UDP,654,Sv628,Suspicious
33.221.110.195,109.164.73.178,7333,55927,1/17/2024 21:11,UDP,1343,xX591,Suspicious
218.20.10.64,42.44.136.202,64054,5761,1/5/2024 18:50,TCP,156,ku434,Malicious
61.100.175.195,131.67.13.235,55753,59593,1/23/2024 19:57,UDP,65,Kf117,Normal
42.219.167.222,161.58.209.203,2791,52192,1/9/2024 12:12,TCP,570,ro254,Suspicious
214.217.208.174,175.75.246.199,63206,65243,1/18/2024 19:36,ICMP,1210,Dg295,Suspicious
153.188.181.165,126.136.129.20,35046,43472,1/10/2024 20:20,ICMP,638,xJ703,Normal
166.16.20.155,46.252.158.7,44678,47441,1/2/2024 3:48,TCP,1188,dN259,Suspicious
98.49.235.22,95.60.81.53,1274,21476,1/1/2024 3:13,TCP,759,Jh070,Suspicious
9.232.83.255,7.252.127.73,12636,17850,1/16/2024 12:17,ICMP,375,Mv240,Malicious
173.46.217.95,139.215.225.46,51470,577,1/20/2024 12:39,ICMP,1302,PH247,Malicious
157.53.147.35,158.211.225.76,8513,25685,1/2/2024 16:34,TCP,982,ty630,Normal
129.102.151.190,25.133.81.225,46470,25367,1/4/2024 16:47,ICMP,537,Cq263,Malicious
163.122.81.200,131.150.212.9,54959,28538,1/19/2024 9:35,TCP,532,Fm353,Normal
61.113.39.251,67.113.189.210,9385,6140,1/3/2024 18:01,TCP,738,UX382,Suspicious
170.230.73.130,159.210.197.10,30575,57091,1/15/2024 4:53,UDP,1181,tP815,Normal
86.197.155.72,51.203.146.246,52105,25923,1/5/2024 18:10,TCP,209,ng761,Suspicious
217.141.82.125,28.219.220.4,13255,18415,1/11/2024 4:16,UDP,674,qH363,Suspicious
113.147.130.61,51.39.241.189,2024,65283,1/6/2024 6:43,TCP,612,tP897,Malicious
186.181.81.199,207.105.85.67,12337,46481,1/18/2024 17:56,ICMP,896,Dy998,Normal
76.2.55.125,137.75.156.228,14786,22987,1/6/2024 5:22,ICMP,622,Hi331,Suspicious
102.139.164.3,107.134.94.205,12292,50528,1/18/2024 17:38,UDP,897,MC289,Normal
115.38.210.190,208.213.60.134,4145,10612,1/18/2024 10:22,UDP,1003,je362,Suspicious
134.8.132.94,126.145.76.146,18247,19094,1/12/2024 3:06,UDP,243,KY844,Suspicious
204.39.51.216,82.80.62.176,52890,10691,1/21/2024 19:37,ICMP,349,Gz774,Malicious
156.18.179.211,155.22.16.57,32227,38850,1/24/2024 22:33,UDP,613,Hk244,Normal
92.22.228.140,37.176.83.122,24564,55612,1/14/2024 22:43,UDP,1279,ef690,Malicious
51.202.80.249,181.200.124.117,24969,7738,1/8/2024 16:05,ICMP,1079,Ga510,Suspicious
154.229.16.206,80.242.245.216,41565,32995,1/9/2024 20:46,ICMP,474,HR143,Normal
196.30.234.1,85.57.235.64,51390,9013,1/18/2024 23:49,TCP,1055,pt627,Suspicious
165.104.229.180,202.199.171.145,46295,63147,1/17/2024 6:14,UDP,371,HL072,Suspicious
76.232.156.212,138.238.183.91,42329,7987,1/11/2024 0:06,ICMP,1055,gZ098,Suspicious
26.12.25.232,18.83.152.28,15558,10326,1/14/2024 10:04,TCP,1398,su390,Suspicious
165.21.38.8,48.170.158.169,45236,20424,1/16/2024 4:59,UDP,579,ks996,Malicious
198.24.218.227,71.105.183.183,23511,41004,1/19/2024 20:57,TCP,800,lu114,Normal
84.47.188.121,42.205.106.18,15535,31410,1/19/2024 23:34,ICMP,1178,Eo057,Malicious
149.236.51.101,90.251.79.108,6096,48900,1/1/2024 20:12,UDP,1500,Pe766,Malicious
43.58.103.198,126.253.254.245,21760,49618,1/22/2024 0:10,ICMP,1108,HF036,Malicious
193.209.125.219,146.97.30.76,55556,13187,1/5/2024 3:39,TCP,1463,yJ044,Suspicious
200.80.211.211,123.159.103.30,41661,48416,1/6/2024 2:28,UDP,318,dR117,Normal
132.218.155.216,105.222.0.6,6680,46695,1/4/2024 14:17,ICMP,707,hx832,Malicious
5.59.64.59,139.230.143.13,2114,54932,1/8/2024 0:17,TCP,364,du173,Malicious
109.212.146.168,176.62.233.80,25622,26583,1/4/2024 9:37,UDP,1159,jC900,Suspicious
65.39.6.188,144.202.133.208,16822,54767,1/9/2024 1:53,ICMP,686,Xt622,Suspicious
154.19.122.173,71.133.161.255,23159,50783,1/8/2024 15:28,ICMP,346,jk455,Suspicious
201.186.92.88,75.89.237.155,44385,26801,1/3/2024 17:37,TCP,428,Tp271,Suspicious
47.60.53.221,116.178.19.223,64764,642,1/19/2024 8:40,ICMP,262,eV737,Suspicious
212.168.131.235,84.75.6.158,50707,240,1/19/2024 0:04,UDP,1243,rb841,Normal
187.63.225.52,33.47.19.17,4833,18242,1/13/2024 16:19,ICMP,491,VR437,Malicious
42.225.184.47,99.113.82.185,3486,47198,1/1/2024 4:30,TCP,103,Ky806,Normal
15.198.1.49,171.159.11.126,2013,36246,1/16/2024 21:57,ICMP,1070,oQ334,Malicious
